query_label,positive_label,negatives_label
Shoe Horns & Dressing Aids,Shoe Polishers,"['Cable Management', 'Welding Accessories', 'Mice & Trackballs', 'Off-Road & All-Terrain Vehicle Protective Gear', 'Rivets', 'Bicycle Spoke Beads', 'Sour Cream', 'Grout Sponges', 'Model Trains & Train Sets']"
Shoe Polishers,Shoe Polishes & Waxes,"['Party Supplies', 'Tripod Spreaders', 'Audio Transmitters', 'Stilts', 'Darkroom Timers', 'Bicycle Foot Pegs', 'Direct Boxes', 'Medical Equipment', 'Bicycle Spokes']"
Shoe Polishes & Waxes,Shoe Scrapers,"['Tape Drives', 'Track Starting Blocks', 'Hair Dryers', 'Cricket Uniforms', 'Corn & Callus Care Supplies', 'Telephone Cables', 'Cosmetic Sets', 'Electrical Switches', 'Audio']"
Shoe Scrapers,Shoe Treatments & Dyes,"['Lacrosse Goals', 'Martial Arts Uniforms', 'Toy Kitchens', 'Pacifier Clips & Holders', 'Kimono Outerwear', 'Pet Steps & Ramps', 'Hard Drive Accessories', 'Hanging Chairs', 'Fishing Reel Lubricants']"
Shoe Treatments & Dyes,Shoe Trees & Shapers,"['Recorder Parts', 'American Football Helmets', 'Desk Organizers', 'Back Care', 'Ping Pong Robot Accessories', 'Wart Removers', 'Flower Girl Baskets', 'Building Consumables', 'Paint Edgers']"
Flatware Chests,Clothing & Closet Storage,"['E-Book Reader Cases', 'Push & Pedal Riding Vehicles', 'Vehicle Door Lock Knobs', 'Weight Lifting Gloves & Hand Supports', 'Climbing Harnesses', 'Darkroom Sinks', 'Restore Disks', 'Egg Replacers', 'Fishing Reels']"
Storage Hooks & Racks,Clothing & Closet Storage,"['Ostomy Supplies', 'Print, Copy, Scan & Fax', 'Antiseptics & Cleaning Supplies', 'Vehicle Covers', 'Swimming Machines', 'Lacrosse Balls', 'Cooking Wine', 'Transfer Boards & Sheets', 'Body Makeup']"
Household Drawer Organizer Inserts,Flatware Chests,"['Shooting Sticks & Bipods', 'Non-prescription Dog Food', 'Animals & Pet Supplies', 'Oboe Care Kits', 'Screwdrivers', 'Tool & Equipment Belts', 'Play Mats', 'Water Ski Bindings', 'Masonry Consumables']"
Household Storage Bags,Household Drawer Organizer Inserts,"['Sunglass Lenses', 'Eyewear Cases & Holders', 'Muffins', 'Dog Apparel', 'Paddleboards', 'Iromuji Kimonos', 'Baking Powder', 'Dough', 'Balaclavas']"
Household Storage Bags,Household Storage Caddies,"['Prophy Paste', 'Game Remotes', 'Muffins', 'Masks', 'Volleyball Training Aids', 'Kitesurfing Kites', 'Chalk', 'Desk Parts & Accessories', 'Cosmetic Tool Cleansers']"
Household Storage Containers,Household Storage Caddies,"['Wrenches', 'Antenna Rotators', 'Yoga & Pilates Blocks', 'Vehicle Wraps', 'Inline Skate Parts', 'MP3 Player Cases', 'Brass Instrument Straps & Stands', 'Motor Vehicle Equalizers & Crossovers', 'Financial Calculators']"
Household Storage Drawers,Household Storage Containers,"['Bridal Accessories', 'Room Dividers', 'Live Animals', 'Ink Pads', 'Theodolites', 'Motor Vehicle Lighting', 'Finger Cots', 'Benches', 'Salad Toppings']"
Household Storage Drawers,Photo Storage,"['Skate Helmets', 'DJ Systems', 'Woodwind Polishing Cloths', 'Prescription Cat Food', 'Anti-Aging Skin Care Kits', 'Stitch Markers & Counters', 'Diving & Snorkeling Fins', 'Jewelry Holders', 'Stereo Systems']"
Storage Hooks & Racks,Photo Storage,"['Cement Mixers', 'Rangefinder Accessories', 'Tree Stands', 'Furniture Sets', 'Blood Pressure Monitor Cuffs', 'Recreational Vehicles', 'Pet Vitamins & Supplements', 'Rivet Guns', 'Arcade Equipment']"
Hazardous Waste Containers,Dumpsters,"['Liquor & Spirits', 'Watercraft Care', 'Craft Molds', 'Collectible Coins', 'Pen Ink & Refills', 'Swimming', 'Felting Needles & Machines', 'Disc Golf Bags', 'Hair Steamers & Heat Caps']"
Dumpsters,Trash Cans & Wastebaskets,"['Fishing Reel Accessories', 'Masks', 'Decorative Tape', 'Exercise Machine & Equipment Sets', 'American Football Autographed Paraphernalia', 'Ground Spikes', 'Shower Bases', 'Fencing Masks', 'Unspun Fiber']"
Hazardous Waste Containers,Recycling Containers,"['Satellite LNBs', 'Cricket Helmets', 'Grinders', 'Soda', 'Mobility & Accessibility', 'Flying Discs', 'Skin Cleansing Brushes & Systems', 'Otoscopes & Ophthalmoscopes', 'Parachutes']"
Trash Cans & Wastebaskets,Recycling Containers,"['Hardware Pumps', 'Spears', 'Tongue Scrapers', 'Fishing Lines & Leaders', 'Dental Mouthguards', 'UPS Batteries', 'Vehicle Waxes, Polishes & Protectants', 'Rivets', 'Audio']"
Waste Container Enclosures,Waste Container Carts,"['Saxophone Necks', 'Impact Wrenches & Drivers', 'Hairdressing & Cosmetology', 'Remote Control Robots', 'Bicycle Derailleurs', 'Printer Drums & Drum Kits', 'Saw Accessories', 'Camera & Video Camera Lenses', 'Denture Repair Kits']"
Waste Container Wheels,Waste Container Carts,"['Video Players & Recorders', 'Cardoon', 'Nut Butters', 'Bodyboards', 'Bassoon Small Parts', 'Rocking & Spring Riding Toys', 'Homecare & Hospital Beds', 'Field Hockey & Lacrosse', 'Index Cards']"
Waste Container Enclosures,Waste Container Labels & Signs,"['Distance Meters', 'Vehicle Steering Wheel Covers', 'Bowling Toys', 'Jigsaw Accessories', 'Bowling Pins', 'Special Occasion Card Boxes & Holders', 'Ginger Root', 'Dog Diapers', 'Electrolysis Devices']"
Waste Container Labels & Signs,Waste Container Lids,"['Guavas', 'Massage Chairs', 'Room Divider Accessories', 'Canoe Accessories', 'Dappen Dishes', 'Bow & Crossbow Accessories', 'Anchor Windlasses', 'Roofing', 'Non-Dairy Milk']"
Waste Container Lids,Waste Container Wheels,"['Field Hockey & Lacrosse Masks & Goggles', 'Ballet Barres', 'Sewing Machine Extension Tables', 'Arts & Entertainment', 'Computer Accessory Sets', 'Fresh & Frozen Meats', 'Overhead Projectors', 'Felting Molds', 'Abrasive Blasters']"
Beer Dispensers & Taps,Absinthe Fountains,"['Office Tape', 'Exercise Machine & Equipment Sets', 'Outdoor Beds', 'Coiled Spring Toys', 'Tricycle Accessories', 'CD/DVD Duplicators', 'Surfboard Wax', 'Eyebrow Stencils', 'Bicycle Handlebar Grips & Decor']"
Wine Glass Charms,Absinthe Fountains,"['Bird Treats', 'Stylus Pen Nibs & Refills', 'Plumbing Pipes', 'Microscope Eyepieces & Adapters', 'Orchestral String Instrument Bow Cases', 'Accordions & Concertinas', 'Recipe Card Boxes', 'Compressed Skin Care Mask Sheets', 'Board Games']"
Beverage Chilling Cubes & Sticks,Beer Dispensers & Taps,"['Safety & Warning Signs', 'Vehicle Tire Repair & Tire Changing Tools', 'Optics Bags & Cases', 'Monofins', 'Dart Backboards', 'Remote Controls', 'Speaker Components & Kits', 'Plumbing Fixture Hardware & Parts', 'Motor Vehicle Equalizers & Crossovers']"
Beverage Chilling Cubes & Sticks,Beverage Tubs & Chillers,"['Jumpsuits & Rompers', 'Tool Safety Tethers', 'Flute Swabs', 'Garters', 'Tool Boxes', 'Manicure Glue', 'Pens & Pencils', 'Compilers & Programming Tools', 'Vaporizers & Electronic Cigarettes']"
Beverage Tubs & Chillers,Bottle Caps,"['Reptile & Amphibian Habitat Accessories', 'Bridges & Routers', 'Weight Bars', 'Emergency & Exit Signs', 'American Football Protective Gear', 'Hydration System Accessories', 'Power Tool Batteries', 'Fog Machines', 'Photographic Analyzers']"
Bottle Caps,Bottle Stoppers & Savers,"['Climbing Rope Bags', 'Computer Racks & Mounts', 'Party & Celebration', 'Wildlife Bait, Feed & Minerals', 'Otoscopes & Ophthalmoscopes', 'Transistors', 'Meat Alternatives', 'Vinegar', 'Spray String']"
Bottle Stoppers & Savers,Coaster Holders,"['Swim Goggles & Masks', 'MP3 Players', 'Softball Bats', 'Tennis Racquet String', 'Oboe Swabs', 'Garage Doors', 'Chicken Feed', 'CD/DVD Cases & Organizers', 'I/O Cards & Adapters']"
Coasters,Coaster Holders,"['Keyboard Trays & Platforms', 'Desktop Computer & Server Cases', 'Platform Tennis Balls', 'Yukata', 'Throwing Darts', 'Toothbrushes', 'Fresh Cut Flowers', 'White Coats', 'Grapefruits']"
Cocktail & Barware Tool Sets,Coasters,"['Seal Stamps', 'Dollhouse Accessories', 'VGA Splitters & Switches', 'Luggage Racks & Stands', 'Medical Tests', 'Business & Productivity Software', 'Paintball & Airsoft Vests', 'Livestock Feed', 'General Purpose Battery Chargers']"
Cocktail Shakers & Tools,Cocktail & Barware Tool Sets,"['Motor Vehicle Parts', 'Compound Bows', 'Air Hammer Accessories', 'Crossbows', 'Jewelry Steam Cleaners', 'Fishing Beads', 'Pipe Connectors', 'Developing Tanks & Reels', 'Tap Reseaters']"
Corkscrews,Cocktail Shakers & Tools,"['General Purpose Batteries', 'Basketball Toys', 'Paintball & Airsoft', 'Play Food', 'Nebulizers', 'Wig Glue & Tape', 'Body Makeup', 'Bitters', 'Motor Vehicle Roll Cages & Bars']"
Decanters,Corkscrews,"['Mattress Foundations', 'Converters', 'Lacrosse Stick Parts', 'Hairdressing & Cosmetology', 'Bicycle Covers', 'Tripods & Monopods', 'Motor Vehicle Suspension Parts', 'Hair Forks & Sticks', 'Bicycle Headset Spacers']"
Decanters,Foil Cutters,"['Fitness Toy Accessories', 'Pool, Fountain & Pond Pumps', 'Tool Files', 'Vehicle Covers', 'Fishing Lines & Leaders', 'Remote Control Tanks', 'Sports Toys', 'Borage', 'Dry Boxes']"
Foil Cutters,Wine Aerators,"['Masonry Trowels', 'Sporting Goods', 'Writing Pencils', 'Vehicle Ski & Snowboard Rack Accessories', 'Woodwinds', 'Piercing Supplies', 'Double Eyelid Glue & Tape', 'Vehicle Antenna Balls', 'Toy Playsets']"
Wine Aerators,Wine Bottle Holders,"['Stationery', 'Cuticle Cream & Oil', 'Feminine Sanitary Supplies', 'Sight Levels', 'Stamp Blocks', 'Pet Bed Accessories', 'Electric & Power Showers', 'Fishing Traps', 'Electronic Oscillators']"
Wine Glass Charms,Wine Bottle Holders,"['Kiwis', 'Barcode Scanners', 'Pet Leash Extensions', 'Graphics Tablets', 'Microtomes', 'Portable Toilets & Showers', 'Sugar & Sweeteners', 'Guitar Fittings & Parts', 'Cast & Bandage Protectors']"
Bakeware Accessories,Bakeware,"['Rebar Cutters', 'Toilets', 'Tamarillos', 'Measuring Tools & Sensors', 'Hobby Horses', 'Snowboard Boots', 'Medical Carts', 'Development Boards', 'Yeast']"
Bakeware,Cookware Accessories,"['Archery', 'Dentures', 'Bicycle Brake Levers', 'American Football Pants', 'Cordless Phones', 'Travel Pouches', 'Shaving Kits', 'Sweet Potatoes', 'Disposable Gloves']"
Cookware,Bakeware Accessories,"['Motor Vehicle Speakerphones', 'False Eyelash Applicators', 'Mattock & Pickaxe Accessories', 'Flavored Alcoholic Beverages', 'Gas Detector Accessories', 'Snorkels', 'Remote Control Toy Accessories', 'Brass Instrument Straps & Stands', 'Fishing Rods']"
Cookware,Cookware & Bakeware Combo Sets,"['Dog Houses', 'Trail Cameras', 'Bicycle Wheels', 'Vanity Benches', 'Felting Pads & Mats', 'VoIP Gateways & Routers', 'Lighting Filters & Gobos', 'Inflatable Bouncers', 'Earmuffs']"
Cookware Accessories,Cookware & Bakeware Combo Sets,"['Hammer Handles', 'Ladders', 'Swords', 'Pencils', 'Outdoor Benches', 'Seafood', 'Electrical Mount Boxes & Brackets', 'Tool Knives', 'Compilers & Programming Tools']"
Breadmaker Accessories,Coffee Maker & Espresso Machine Accessories,"['Place Card Holders', 'PDA Accessories', 'Motorcycle Elbow & Wrist Guards', 'Peas', 'Brayer Rollers', 'Business & Industrial', 'Buoyancy Compensators', 'Televisions', 'Cat Apparel']"
Breadmaker Accessories,Yogurt Maker Accessories,"['Life Jacket Accessories', 'Bird Supplies', 'Religious Ceremonial Clothing', 'Light Switches', 'Hand Tool Sets', 'Saxophone Ligatures & Caps', 'Stereo Systems', 'Musical Keyboard Accessories', 'Feminine Douches & Creams']"
Coffee Maker & Espresso Machine Accessories,"Cooktop, Oven & Range Accessories","['Punching & Training Bags', 'Toy Kitchens', 'Tennis Autographed Sports Paraphernalia', 'Nursing Pillow Covers', 'Eyelash Curler Refills', 'Guitar Accessories', 'Deck & Fence Cleaners', 'Toilet Seat Lid Covers', 'Dental Floss']"
"Cooktop, Oven & Range Accessories",Cotton Candy Machine Accessories,"['Skorts', 'Diapering', 'Billiard Table Brushes', 'Exercise Machine & Equipment Sets', 'Shaving & Grooming', 'Party Hats', 'Laptop Batteries', 'Crib & Toddler Bed Accessories', 'Masonry Consumables']"
Cotton Candy Machine Accessories,Deep Fryer Accessories,"['Ski Poles', 'Ink Pads', 'Toothbrush Replacement Heads', 'Motorcycle Knee & Shin Guards', 'ATVs & UTVs', 'Badminton Racquets & Sets', 'Vehicle Bicycle Rack Accessories', 'Golf Club Parts & Accessories', 'Vehicle Rear View Mirror Ornaments']"
Dishwasher Parts & Accessories,Deep Fryer Accessories,"['MP3 Player Batteries', 'Hair Bun & Volume Shapers', 'Body Powder', 'DVI Splitters & Switches', 'Yukata', 'Windbreaks', 'Berries', 'Eye Primer', 'Brass Instrument Guards']"
Electric Kettle Accessories,Dishwasher Parts & Accessories,"['Jewelry Cleaning & Care', 'Toilet & Bidet Seats', 'Activewear', 'Lunch & Deli Meats', 'Hang Gliding & Skydiving', 'Coaching & Officiating', 'Drum Kit Mounting Hardware', 'Car Wash Solutions', 'Biochemicals']"
Electric Skillet & Wok Accessories,Electric Kettle Accessories,"['TV Replacement Speakers', 'Bicycle Stands & Storage', 'Sandpaper & Sanding Sponges', 'Desk Organizers', 'Cricket Gloves', 'Rugby Training Aids', 'Pet Combs & Brushes', 'Disc Golf', 'Surgical Needles & Sutures']"
Fondue Set Accessories,Electric Skillet & Wok Accessories,"['Field Hockey & Lacrosse Protective Gear', 'Marine Chartplotters & GPS', 'Office Application Software', 'Network Cables', 'Foot Odor Removers', 'Needles & Hooks', 'Gymnastics Bars & Balance Beams', 'Medical Syringes', 'Pie Crusts']"
Food Dehydrator Accessories,Fondue Set Accessories,"['Guitar Humidifiers', 'Vehicle Decals', 'Rugby Protective Gear', 'Foam Rollers', 'Woodwind Reed Knives', 'Watercraft Motor Locks', 'Travel Pillows', 'Pencil Lead & Refills', 'Electrical Conduit']"
Food Dehydrator Accessories,Food Grinder Accessories,"['Drills', 'False Eyelash Applicators', 'Erotic DVDs & Videos', 'Liquid Hand Soap', 'Audio & Video Cables', 'Billiard Table Parts & Accessories', 'Storage Tanks', 'Lubricants', 'Play Mats & Gyms']"
Food Grinder Accessories,Food Mixer & Blender Accessories,"['Bathroom Furniture Sets', 'Diaper Bags', 'Security Signs', 'Bicycle Fenders', 'Suitcases', 'Dental Cement', 'Wine & Liquor Cabinets', 'Binder Accessories', 'Wetsuits']"
Food Mixer & Blender Accessories,Freezer Accessories,"['Snowshoe Bindings', 'Cooking & Baking Ingredients', 'Sight Levels', 'Bath Toys', 'Snowshoeing', 'Cordless Phones', 'Rocking & Spring Riding Toys', 'Fishing Snaps & Swivels', 'Sandblasting Cabinets']"
Garbage Disposal Accessories,Freezer Accessories,"['Shochu & Soju', 'Eyewear Cases & Holders', 'Toy Spaceships', 'Cordless Phones', 'Fishing Rod Bags & Cases', 'Dart Tips', 'Lemon & Lime Juice', 'Networking', 'Fuel Containers & Tanks']"
Garbage Disposal Accessories,Ice Cream Maker Accessories,"['Bicycle Drivetrain Parts', 'Stuffed Animals', 'Fitness Toys', 'Fishing Rod Bags & Cases', 'Pet Containment Systems', 'Tonneau Covers', 'Bicycle Handlebar Grips & Decor', 'Brass Instrument Lubricants', 'Tarot Cards']"
Ice Cream Maker Accessories,Ice Crusher & Shaver Accessories,"['Watercraft Exhaust Parts', 'Vehicle Hydraulic Clutch Fluid', 'Bagels', 'Advertising & Marketing', 'Arugula', 'Paint Roller Accessories', 'Motor Vehicle Cargo Nets', 'Pet Apparel Hangers', 'Video Game Software']"
Ice Maker Accessories,Ice Crusher & Shaver Accessories,"['Music Cassette Tapes', 'Chemicals', 'Combs & Brushes', 'Wall Patching Compounds & Plaster', 'Pipettes', 'Wood Burning Tools', 'Hobbies & Creative Arts', 'Nibbler Dies', 'Home Theater Systems']"
Ice Maker Accessories,Juicer Accessories,"['Pet ID Tags', 'Memorial Urns', 'Flash Brackets', 'Water Distillers', 'Biometric Monitors', 'Specimen Cups', 'Clarinet Pegs & Stands', 'Chair Mats', 'Nail Care']"
Microwave Oven Accessories,Juicer Accessories,"['Sewing Baskets & Kits', 'Reciprocating Saws', 'Aquarium Cleaning Supplies', 'Ski & Snowboard Helmets', 'Stage Equipment', 'Furniture', 'Baseball & Softball Gloves & Mitts', 'Hoists, Cranes & Trolleys', 'Fishing Hooks']"
Microwave Oven Accessories,Outdoor Grill Accessories,"['VCRs', 'Wig Glue & Tape', 'Styptic Pencils', 'Plaster Gauze', 'Art Pencils', 'Blood Glucose Control Solution', 'Wireless Access Points', 'Saxophone Reeds', 'Pretend Lawn & Garden']"
Pasta Maker Accessories,Outdoor Grill Accessories,"['Bicycle Fenders', 'Motorcycle Chest & Back Protectors', 'Kiwis', 'Duffel Bags', 'Barcode Scanners', 'Vanities', 'GPS Accessories', 'Bassinets & Cradles', 'Wheatgrass']"
Pasta Maker Accessories,Popcorn Maker Accessories,"['Lingerie Accessories', 'Craft Foam & Styrofoam', 'Countertops', 'Microphone Accessories', 'Bibs', 'Stains', 'Law Enforcement', 'Electronic Filters', 'Eyelash Curlers']"
Popcorn Maker Accessories,Portable Cooking Stove Accessories,"['Religious & Ceremonial', 'Award Ribbons', 'Vehicle License Plate Frames', 'Laptop Housings & Trim', 'Beans', 'Basketball Hoop Posts', 'Cocktail Sauce', 'Pet Fragrances & Deodorizing Sprays', 'Sour Cream']"
Portable Cooking Stove Accessories,Range Hood Accessories,"['Sewing Machine Needles', 'Computer Servers', 'Baby & Toddler Socks & Tights', 'Baby & Toddler Food', 'Tonneau Covers', 'Baseball & Softball Bases & Plates', 'Disc Golf Bags', 'Bassoons', 'Frozen Desserts & Novelties']"
Refrigerator Accessories,Range Hood Accessories,"['Toy Trucks & Construction Vehicles', 'Drain Covers & Strainers', 'Craft Pipe Cleaners', 'Salsa', 'Microphone Accessories', 'Film & Television', 'Off-Road and All-Terrain Vehicles', 'Laminators', 'Gym Mats']"
Refrigerator Accessories,Soda Maker Accessories,"['Wooden Blocks', 'Copystands', 'Tree Stands', 'Computer Icons', 'Roller Skate Parts', 'Pajamas', 'Lotus Roots', 'Tattooing Machines', 'Roller Skating Pads']"
Steam Table Accessories,Soda Maker Accessories,"['Electric Riding Vehicles', 'Marine Radios', 'Badge & Pass Holders', 'Bean Paste', 'Kiwis', 'Boxing & MMA Hand Wraps', 'Hand Spindles', 'Privacy Filters', 'Folding Chairs & Stools']"
Steam Table Accessories,Toaster Accessories,"['Handheld Power Drills', 'Disc Golf Baskets', 'Baby & Toddler Furniture Sets', 'Jewelry Cleaning Solutions & Polishes', 'Bicycle Handlebar Extensions', 'Auto Racing Autographed Paraphernalia', 'Push Up & Pull Up Bars', 'Webcams', 'Medical Supplies']"
Vacuum Sealer Accessories,Toaster Accessories,"['Toy Gift Baskets', 'Safelights', 'Penalty Cards & Flags', 'Snowboards', 'Motor Vehicle Electronics', 'Lychees', 'Photo Negative & Slide Storage', 'Tripod Collars & Mounts', 'Photographic Analyzers']"
Waffle Iron Accessories,Vacuum Sealer Accessories,"['Activity Toys', 'Spotting Scopes', 'Laptops', 'Linesman Flags', 'Billiard Cue Accessories', 'Medical Syringes', 'Yeast', 'Soldering Iron Tips', 'Musical Cowbells']"
Waffle Iron Accessories,Water Cooler Accessories,"['Hot Sauce', 'Activewear', 'Fruits & Vegetables', 'Concession Food Containers', 'Sparklers', 'Shower Doors & Enclosures', 'Vehicle Ski & Snowboard Rack Accessories', 'Baby Transport Liners & Sacks', 'Body & Hair Glitter']"
Wine Fridge Accessories,Water Cooler Accessories,"['Outdoor Play Equipment', 'Exercise Balls', 'Hotel & Hospitality', 'Pet Agility Equipment', 'Nails', 'Headsets', 'Cut-Off Saws', 'Disc Golf', 'Guitar Stands']"
Yogurt Maker Accessories,Wine Fridge Accessories,"['Key Caps', 'Guitar Tuning Pegs', 'Ammunition Reloading Presses', 'Channel Strips', 'Screw Posts', 'Pie Crusts', 'Baby Mobiles', 'Leis', 'American Football Training Equipment']"
Beverage Warmers,Breadmakers,"['Embellishments & Trims', 'Clarinet Accessories', 'Vehicle Organizers', 'Screwdrivers', 'Electric Razors', 'Sandboxes', 'Play Mats', 'Motor Vehicle Equalizers & Crossovers', 'Orchestral String Instrument Cases']"
Yogurt Makers,Beverage Warmers,"['Softboxes', 'Snack Foods', 'Dry Boxes', 'Ammonia', 'Pet Hair Clippers & Trimmers', 'Pet Training Pad Holders', 'Hair Wreaths', 'Hockey Sticks', 'Video Servers']"
Chocolate Tempering Machines,Breadmakers,"['Livestock Halters', 'Wicks', 'Breath Spray', 'Utility Buckles', 'Cheerleading Pom Poms', 'Meat', 'Multimeter Accessories', 'Egg Incubators', 'Camera Gears']"
Chocolate Tempering Machines,Coffee Makers & Espresso Machines,"['Gutter Accessories', 'Photographic Enlargers', 'Flash Brackets', 'Bubble Blowing Solution', 'Zippers', 'Discus', 'Networking', 'Prayer Cards', 'Construction Set Toys']"
Cooktops,Coffee Makers & Espresso Machines,"['Buttons & Snaps', 'Bathroom Sinks', 'Clothing Accessories', 'Pogo Sticks', 'Motorcycle Rims & Wheels', 'Phone Cards', 'Guitar Accessories', 'Wine & Liquor Cabinets', 'Arracachas']"
Cooktops,Cotton Candy Machines,"['Toy Abacuses', 'Diaper Organizers', 'Neon Signs', 'Skate Ramps', 'Printer Filters', 'Karaoke Chips', 'Bicycle Tire Valve Caps', 'Curry Sauce', 'Dissection Kits']"
Cotton Candy Machines,Deep Fryers,"['Video', 'Religious & Ceremonial', 'Cauliflower', 'Computer Covers & Skins', 'Handrails & Railing Systems', 'Vehicle Diagnostic Scanners', 'Airbrushes', 'Eye Masks', 'Craft Wood & Shapes']"
Deep Fryers,Deli Slicers,"['Call Bells', 'Papayas', 'Electronic Card Readers', 'Video Accessories', 'Hair Claws & Clips', 'Billiard Pockets', 'Circuit Breaker Panels', 'Intercom Accessories', 'Aquarium Gravel & Substrates']"
Deli Slicers,Dishwashers,"['Cache Memory', 'Clay Pigeons', 'Binding Machines', 'Swim Belts', 'Horse Blankets & Sheets', 'Poster Boards', 'Welding Helmets', 'Baby Snacks', 'Finger & Hand Cymbals']"
Dishwashers,Electric Griddles & Grills,"['Antenna Mounts & Brackets', 'False Eyelash Applicators', 'Snowshoeing', 'String Instrument Polish', 'Motor Vehicle Mirrors', 'Baby Carrier Accessories', 'Vehicle Dashboard Accessories', 'Binding Combs & Spines', 'Vehicle Safety Equipment']"
Electric Kettles,Electric Griddles & Grills,"['Scrub Caps', 'Video Multiplexers', 'MP3 Player Accessories', 'Tetherball Sets', 'Quivers', 'Vehicle Warning Whips', 'Chair Mats', 'Collectible Weapons', 'Photographic Analyzers']"
Electric Skillets & Woks,Electric Kettles,"['Climbing Protection Devices', 'Food Washers & Dryers', 'Aquarium Cleaning Supplies', 'Conductor Batons', 'Answering Machines', 'On-Camera Monitors', 'Pudding & Gelatin Snacks', 'Bubble Levels', 'Hair Wreaths']"
Fondue Pots & Sets,Electric Skillets & Woks,"['LED Signs', 'Bass Drums', 'Bicycle Bells & Horns', 'Drill & Screwdriver Accessories', 'Contractor Pants & Coveralls', 'Camera Digital Backs', 'Multitrack Recorders', 'Breadfruit', 'Twine']"
Food Cookers & Steamers,Fondue Pots & Sets,"['Pretend Housekeeping', 'Bass Drums', 'Projector Accessories', 'Thimbles & Sewing Palms', 'Corded Phones', 'Televisions', 'Office Mats', 'Small Animal Habitats & Cages', 'Art & Craft Kits']"
Food Dehydrators,Food Cookers & Steamers,"['Pet First Aid & Emergency Kits', 'Video Memory', 'Tongue Scrapers', 'Motor Vehicle Tires', 'MIDI Controllers', 'Bicycle Small Parts', 'Baseball & Softball Autographed Paraphernalia', 'Tea & Infusions', 'Changing Mats & Trays']"
Food Grinders & Mills,Food Dehydrators,"['Cash Registers & POS Terminals', 'Seasonings & Spices', 'Forestry & Logging', 'Folders & Report Covers', 'Unflavored Gelatin', 'Electronic Card Readers', 'Rum', 'Outdoor Furniture Covers', 'Pepper']"
Food Mixers & Blenders,Food Grinders & Mills,"['Cajons', 'Saddle Pads & Blankets', 'Casters', 'Hearing Enhancers', 'Putty Knives & Scrapers', 'Bean Bag Chairs', 'Utility Wire', 'Audio & Video Splitters & Switches', 'Weapon Scopes & Sights']"
Food Smokers,Food Mixers & Blenders,"['Accessibility Equipment Accessories', 'Volleyball Training Aids', 'Citrus Fruits', 'Fishing Baits & Lures', 'Pies & Tarts', 'Key Blanks', 'Phono Preamps', 'Folder Tabs', 'Dental Floss']"
Food Warmers,Food Smokers,"['Sectional Sofa Units', 'MSG', 'Computer System Cooling Parts', 'Medical Forceps', 'Equestrian Helmets', 'Obis', 'Soccer Goals', 'Play Dough & Putty', 'Photographic Analyzers']"
Food Warmers,Freezers,"['Charms & Pendants', 'Worcestershire Sauce', 'Paddles & Oars', 'Printer Ribbons', 'Scrapbooking & Stamping Kits', 'Suspenders', 'Toilet Seat Lid Covers', 'Medical Needle & Syringe Sets', 'Open & Closed Signs']"
Frozen Drink Makers,Freezers,"['Weight Lifting Belts', 'Entertainment Centers & TV Stands', 'Ball Pump Needles', 'Bumper Stickers', 'Book Lights', 'Storage Devices', 'Patch Panels', 'Pry Bars', 'Free Weights']"
Garbage Disposals,Frozen Drink Makers,"['Racquetball & Squash Gloves', 'Take-Out Containers', 'Floral Wire', 'Printer Ribbons', 'Prepared Appetizers & Side Dishes', 'General Purpose Athletic Equipment', 'Acupuncture Needles', 'Noise Gates & Compressors', 'Car Wash Solutions']"
Gas Griddles,Garbage Disposals,"['Worcestershire Sauce', 'Food Service', 'Skate Lace Tighteners', 'Nippers', 'Quivers', 'Tripod Collars & Mounts', 'Vehicle Display Flags', 'Hanging Chairs', 'Beverages']"
Gas Griddles,Hot Drink Makers,"['Craft Magnets', 'Toy Motorcycles', 'Vehicle License Plate Mounts & Holders', 'Dog Kennels & Runs', 'Printers, Copiers & Fax Machines', 'Lighting & Studio', 'Baby Drinks', 'USB & FireWire Hubs', 'Motor Vehicle Windshield Covers']"
Hot Plates,Hot Drink Makers,"['Pet Biometric Monitors', 'Climbing Gloves', 'Gun Cleaning', 'Body Fat Analyzers', 'Memory Card Adapters', 'Handbags, Wallets & Cases', 'Sports Toy Accessories', 'Scarves', 'Baby Toys & Activity Equipment']"
Ice Cream Makers,Hot Plates,"['Laptop Parts', 'Stair Climbers & Steppers', 'Tennis', 'Gas Mask & Respirator Accessories', 'Vehicle Dashboard Accessories', 'Conduit & Housings', 'Billiard Cue Chalk', 'Car Wash Solutions', 'Camera Lens Accessories']"
Ice Crushers & Shavers,Ice Cream Makers,"['Baking Chips', 'Vehicle Decals', 'Hockey Stick Care', 'Crackers', 'Developing & Processing Equipment', 'Post Base Plates', 'Jigsaw Accessories', 'Vehicle Bicycle Racks', 'Golf Club Parts & Accessories']"
Ice Crushers & Shavers,Ice Makers,"['Chain, Wire & Rope', 'Air Ducts', 'Utility Carts', 'Camera Silencers & Sound Blimps', 'Boat Storage Racks', 'Water Chestnuts', 'Check Presenters', 'Baby Monitors', 'Bird Food']"
Juicers,Ice Makers,"['Sewing Baskets & Kits', 'Paint Sponges', 'Combs & Brushes', 'Bicycle Bells & Horns', 'Textile Craft Machines', 'Free Weight Accessories', 'Weight Lifting Machines & Racks', 'Print, Copy, Scan & Fax', 'Laboratory Chemicals']"
