query_label	positive_label	negatives_label
E-Book Reader Parts	Desktop Computer & Server Cases	['Music Cassette Tapes', 'Hairdressing Capes & Neck Covers', 'Kitchen Linens Sets', 'Post Hole Diggers', 'Mounting Putty', 'Crossbows', 'Casual Kimonos', 'Whitewater Rafts', 'Pet Bed Accessories', 'Party Supply Kits']
I/O Cards & Adapters	Desktop Computer & Server Cases	['Gutter Accessories', 'Decorative Bells', 'Chimney Cleaners', 'Cooking Thermometers', 'Electronic Cigarettes', 'Hoists, Cranes & Trolleys', 'Rocks & Fossils', 'Abrasive Blaster Accessories', 'Pet Heating Pads', 'Dart Parts']
E-Book Reader Parts	I/O Cards & Adapters	['Baseball Toys', 'Kites', 'Hairdressing Capes & Neck Covers', 'Harmonicas', 'Flooring & Carpet', 'Action & Toy Figures', 'Pillowcases & Shams', 'Pet Fragrances & Deodorizing Sprays', 'Vehicle Seat Belt Straps', 'Bracelets']
Input Device Accessories	E-Book Reader Parts	['Night Lights & Ambient Lighting', 'Vehicle License Plate Frames', 'Religious Ceremonial Clothing', 'Screen Printing Squeegees', 'Nursing & Feeding', 'Bridal Kimonos', 'Sandboxes', 'Prophy Cups', 'Bird Feeders', 'Hunting & Wildlife Decoys']
Input Device Accessories	I/O Cards & Adapters	['Slow Cookers', 'Lip Balms & Treatments', 'Orchestral String Instrument Fittings & Parts', 'Fishing Yarn', 'Bicycle Pedals', 'Snorkels', 'Vase Fillers & Table Scatters', 'Trail Cameras', 'Eyelash Curlers', 'Air Purifiers']
Input Devices	I/O Cards & Adapters	['Cigar Cases', 'Rolling Pin Rings', 'Papayas', 'Bicycle Fenders', 'Specimen Cups', 'Petticoats & Pettipants', 'Golf Balls', 'Tattooing Inks', 'Vehicle Battery Testers', 'Air & Water Rockets']
Input Devices	Input Device Accessories	['Drywall', 'Jewelry Cleaning & Care', 'Parking Signs & Permits', 'Blood Typing Test Kits', 'Motor Vehicle Sensors & Gauges', 'Toy Chests', 'Seitan', 'Mail Sorters', 'Chains', 'Holiday Ornament Hooks']
Input Device Accessories	Laptop Parts	['Descalers & Decalcifiers', 'Surveillance Camera Lenses', 'Baby Transport Accessories', 'Dish Racks & Drain Boards', 'Bra Accessories', 'Fishing Yarn', 'Antiseptics & Cleaning Supplies', 'Leg Warmers', 'Cheese Alternatives', 'Poker Chip Carriers & Trays']
Laptop Parts	Input Devices	['Letter Openers', 'Dress Forms', 'Drain Frames', 'Pipe Caps & Plugs', 'Saw Stands', 'Golf Towels', 'Cricket Equipment Sets', 'Sleeping Pads', 'Vehicle Fishing Rod Racks', 'Sports Toy Accessories']
Input Devices	Storage Devices	['POS Terminals', 'Ice Makers', 'Egg Cookers', 'Percolators', 'Serving Trays', 'Socks', 'Vehicle Diagnostic Scanners', 'Corsage & Boutonnière Pins', 'Diaper Wet Bags', 'Hockey Gloves']
Storage Devices	Laptop Parts	['Power Trowels', 'Oil Filter Drains', 'Personal Watercraft', 'Pet Carriers & Crates', 'Collectible Trading Cards', 'E-books', 'Piercing & Tattooing', 'Benches', 'Electric Griddles & Grills', 'Tea & Infusions']
Tablet Computer Parts	Laptop Parts	['Boxing Shorts', 'Watch Bands', 'Throw Pillows', 'Award Plaques', 'Tractors', 'Solar Panels', 'Bicycle Training Wheels', 'Religious Altars', 'Pneumatic Hoses', 'Vehicle Soft Tops']
Tablet Computer Parts	Storage Devices	['Electric Riding Vehicles', 'Robotic Mowers', 'Hairdressing & Cosmetology', 'Flood & Spot Lights', 'Educational Flash Cards', 'Hammer Handles', 'Shoe Care & Tools', 'Snowshoes', 'Martial Arts Weapons', 'Dessert Toppings']
Storage Devices	USB & FireWire Hubs	['Labels & Tags', 'Earrings', 'Bicycle Locks', 'Lacrosse Stick Parts', 'Handrails & Railing Systems', 'Wire Partitions, Enclosures & Doors', 'Electric Razors', 'Roasting Pan Racks', 'Breadsticks', 'Basketball Backboards']
USB & FireWire Hubs	Tablet Computer Parts	['Toy Trucks & Construction Vehicles', 'Scrub Caps', 'Garters', 'Ski Bindings', 'Travel Pouches', 'Cabinets & Storage', 'Filling & Padding Material', 'Baby Transport Liners & Sacks', 'Sports & Energy Drinks', 'Motorcycle Helmets']
Keyboard Protectors	Electronics Stickers & Decals	['Shochu & Soju', 'Fabric Shavers', 'Fencing', 'Curtain & Drape Rings', 'Leg Warmers', 'Facial Blotting Paper', 'Saxophone Reeds', 'Plungers', 'Emergency Lighting', 'Motor Vehicle Speakers']
Privacy Filters	Electronics Stickers & Decals	['Personal Care', 'Craft Molds', 'Photo Albums', 'Gai Choy', 'Stethoscopes', 'Door Knobs & Handles', 'Rugby Training Aids', 'Seismometer', 'Pies & Tarts', 'White Noise Machines']
Electronics Stickers & Decals	Screen Protectors	['Banknote Verifiers', 'Volleyball Training Aids', 'Kiteboard Parts', 'Surgical Gowns', 'Exercise Benches', 'Parachutes', 'Skateboard Trucks', 'Video Camera Lights', 'Camera Remote Controls', 'Handheld & PDA Software']
Privacy Filters	Keyboard Protectors	['Incandescent Light Bulbs', 'Multi-Game Tables', 'Footbags', 'Flatware Chests', 'Costume Accessories', 'Motor Vehicle Sensors & Gauges', 'Sound Synthesizers', 'Athletic Cups', 'Office Supply Manuals', 'Sports Fan Accessories']
Screen Protectors	Keyboard Protectors	['Household Insect Repellents', 'Kitchen Towels', 'Watch Accessories', 'Time & Attendance Clocks', 'Toy Spaceships', 'Soccer Gloves', 'Kneeboarding', 'Water Timers', 'Popcorn Makers', 'Costume Special Effects']
Screen Protectors	Privacy Filters	['Snowboard Binding Parts', 'Landscaping & Garden Plants', 'Sink Legs', 'Wax Tarts', 'Concrete & Masonry Cleaners', 'Theodolites', 'Beading Patterns', 'Video Cameras', 'Cut-Off Saws', 'Easter Egg Decorating Kits']
Privacy Filters	Electronics Stickers & Decals	['Drywall', 'Fishing Rod Holders & Storage Racks', 'Accessibility Equipment Accessories', 'Eye Drops & Lubricants', 'Music Stands', 'Fabric', 'Seitan', 'Bird & Wildlife Feeder Accessories', 'Cooking Thermometers', 'Undershirts']
Screen Protectors	Keyboard Protectors	['Picture Lights', 'Money Deposit Bags', 'Wok Accessories', 'Address Books', 'Advent Calendars', 'Windsurfing Sails', 'Household Supplies', 'Weighted Clothing', 'Birthday Candles', 'Hair Forks & Sticks']
Batteries	Battery Accessories	['Outdoor Play Equipment', 'Event Tickets', 'Golf Tees', 'Shopping Totes', 'Food Dehydrator Trays', 'Rakes', 'Fermentation & Pickling Crocks', 'Hair Removal', 'Air Hockey Table Parts', 'Dollies & Hand Trucks']
Fuel Cells	Batteries	['Track Lighting Rails', 'Air Ducts', 'Bassoon Cases & Gigbags', 'Bicycle Headsets', 'Shopping Cart & High Chair Covers', 'Office Application Software', 'Basketball Backboards', 'Cut-Off Saws', 'Winches', 'Caulking Tools']
UPS	Batteries	['Wall & Ceiling Tile', 'Scoops', 'Paint Roller Accessories', 'Decorative Tapestries', 'Baby & Toddler Diaper Covers', 'Disco Balls', 'Skateboard Wheels', 'Golf Clubs', 'Pen Ink & Refills', 'Camera Film']
UPS Accessories	Batteries	['Cash Registers & POS Terminals', 'Winter Sports & Activities', 'Masonry Trowels', 'Shampoo & Conditioner', 'Medical Syringes', 'Billiard Pockets', 'Wind Wheels & Spinners', 'Home Doors', 'Recreational Vehicle Storage Covers', 'Toy Cars']
Fuel Cells	Battery Accessories	['Coffee Creamer', 'Bicycle Parts', 'Grinders', 'Chair & Sofa Cushions', 'Blocking Wires', 'Wine Carrier Bags', 'Wood Stove Fans & Blowers', 'Soju', 'Dates', 'Electrolysis Devices']
Power Adapter & Charger Accessories	Battery Accessories	['Belay Devices', 'Storage & Entryway Benches', 'Lawn Vacuums', 'Massage Stones', 'Toothbrush Covers', 'Fabric Shavers', 'Drain Frames', 'Cereal & Granola Bars', 'Hunting Dog Equipment', 'Water Ski Bindings']
UPS Accessories	Battery Accessories	['Craft Foam & Styrofoam', 'Sump, Sewage & Effluent Pumps', 'Marking Tools', 'Vending Machines', 'Saxophones', 'Hula Hoops', 'Cookie Jars', 'Motor Vehicle Carrying Rack Accessories', 'Baking Peels', 'Aquarium Decor']
Fuel Cells	Power Adapter & Charger Accessories	['Construction Calculators', 'Pest Control Traps', 'Pet Food Containers', 'Bicycle Training Wheels', 'Planers', 'Focusing Aids', 'Binding Supplies', 'Motorcycle Storage Covers', 'Climbing Crash Pads', 'Tanning Oil & Lotion']
Power Adapters & Chargers	Fuel Cells	['Ski & Snowboard Wax', 'Makeup Sponges', 'Baby Safety Locks & Guards', 'Pet Collars & Harnesses', 'Physalis', 'Pet Door Accessories', 'Collectible Banknotes', 'Reins', 'Vehicle Seat Belt Buckles', 'Water Parks & Slides']
Power Adapter & Charger Accessories	Power Adapters & Chargers	['Beads', 'Stair Lifts', 'Magic & Novelties', 'Food Service Carts', 'Reaction Balls', 'Digital Goods & Currency', 'Horse Wormers', 'Septic Tank & Cesspool Treatments', 'Aquarium Temperature Controllers', 'Tool Keys']
Power Control Units	Power Adapter & Charger Accessories	['On Choy', 'Kitchen Towels', 'Sprinkler Accessories', 'Livestock Halters', 'Watering Cans', 'Vehicle Shift Knobs', 'Ashtrays', 'Vase Fillers & Table Scatters', 'Mounting Boards', 'Compressors']
Power Control Units	Power Adapters & Chargers	['Bottling Bottles', 'Automotive Alarm Accessories', 'Brooms', 'Hair Combs', 'Music Benches & Stools', 'Dishwasher Cleaners', 'Pet Muzzles', 'Towable Rafts & Tubes', 'Kitchen & Dining', 'Cigar Cutters & Punches']
Power Strips & Surge Suppressors	Power Adapters & Chargers	['Toilet Tank Covers', 'String Instrument Care & Cleaning', 'Divot Tools', 'Cheese Dips & Spreads', 'Can Organizers', 'Prayer Beads', 'Roasting Pan Racks', 'Plungers', 'Motor Vehicle Windshield Covers', 'Tennis Racquet Grommets']
Power Strips & Surge Suppressors	Power Control Units	['Shuttlecocks', 'Dry Beans', 'Eyelash Curler Refills', 'Dental Tool Sets', 'Pet Combs & Brushes', 'Tool Clamps & Vises', 'Collectible Trading Cards', 'Cosmetics', 'Digital Signs', 'Brass Instrument Mouthpieces']
Power Supply Enclosures	Power Control Units	['Sprinkler Valves', 'Waste Container Wheels', 'Hand Looms', 'Billiard Table Parts & Accessories', 'Ski Boots', 'Horse Blankets & Sheets', 'Tambourines', 'Vases', 'Hair Removal', 'Coats & Jackets']
Power Strips & Surge Suppressors	Power Supply Enclosures	['Water Softeners', 'Time & Attendance Clocks', 'Holiday Stocking Hangers', 'Styptic Pencils', 'Floor Polishers & Buffers', 'Baby & Toddler Socks & Tights', 'Janitorial Carts & Caddies', 'Hazardous Waste Containers', 'Billiard Table Cloth', 'Sandblasting Cabinets']
Surge Protection Devices	Power Strips & Surge Suppressors	['Kitchen Shears', 'Trophies', 'Tile & Shingle Cutters', 'Motor Vehicle Fuel Systems', 'Billiard Table Brushes', 'Socks', 'Lawn Rollers', 'Anchors', 'Markers', 'Watercraft Storage Covers']
Surge Protection Devices	Power Supply Enclosures	['Grips', 'File Folders', 'Beer Brewing Grains & Malts', 'Contractor Pants & Coveralls', 'Deburrers', 'Lawn & Garden', 'Peaches & Nectarines', 'Water Polo', 'Flag & Windsock Poles', 'Allergy Test Kits']
Power Supply Enclosures	Travel Converters & Adapters	['Beds & Accessories', 'Toy Spaceships', 'Craft Molds', 'Hearing Enhancers', 'Makeup Brushes', 'Ice Cream & Frozen Yogurt', 'Poker Chip Accessories', 'Hair Pins', 'Tattoo Cover-Ups', 'Raw Candle Wax']
Surge Protection Devices	Travel Converters & Adapters	['Event Tickets', 'Reptile & Amphibian Habitat Heating & Lighting', 'Tetherball Sets', 'Tripod Handles', 'Pastels', 'Yuca Root', 'Dart Tips', 'Pool Cover Accessories', 'Sandboxes', 'Enlarging Equipment']
UPS	Surge Protection Devices	['Card Sleeves', 'Animals & Pet Supplies', 'Basketball Training Aids', 'Camera & Optic Replacement Cables', 'Outdoor Power Equipment Accessories', 'Roof Flashings', 'Media Storage Cabinets & Racks', 'Carving Forks', 'Pen & Pencil Cases', 'Toilet Seat Covers']
UPS	Travel Converters & Adapters	['Lacrosse Training Aids', 'Pet Bells & Charms', 'Trade Show Displays', 'Nail Clippers', 'Wedding Dresses', 'Exercise Bike Accessories', 'Woodwinds', 'Bicycle Headset Bearings', 'Bird Feeders', 'Siding']
UPS Accessories	Travel Converters & Adapters	['Hardware Pumps', 'Whole Eggs', 'Canopies & Gazebos', 'Pudding & Gelatin Snacks', 'Landscape Fabric Tape', 'Safety & Crowd Control Barriers', 'Zipper Pulls', 'Baby Transport Liners & Sacks', 'Hockey Goals', 'Book Stands & Rests']
UPS	UPS Accessories	['Aircraft', 'Denture Adhesives', 'Voltage Transformers & Regulators', 'Shampoo & Conditioner', 'Floral Wire', 'Wedding Dresses', 'Roasting Pan Racks', 'Softballs', 'House Numbers & Letters', 'Ear Drops']
Mobile Phone Jammers	GPS Jammers	['Notebooks & Notepads', 'Pretend Housekeeping', 'Lint Rollers', 'Binding Machines', 'Bowling Gloves', 'Cat Beds', 'Obi Accessories', 'Body Oil', 'Fencing Jackets & Lamés', 'Bird & Wildlife House Accessories']
GPS Jammers	Mobile Phone Jammers	['Motor Vehicle Body Paint', 'Tattooing Needles', 'Lacrosse Sticks', 'Garage Floor Mats', 'Candles', 'Growth Charts', 'Dental Cement', 'Prophy Cups', 'Balloons', 'Cash Registers']
GPS Jammers	Radar Jammers	['Wristbands', 'Indoor Games', 'Nail Pullers', 'Feminine Deodorant', 'Scale Model Accessories', 'UV Light Meters', 'Origami Paper', 'Portfolios', 'Body Makeup', 'Play Mats & Gyms']
Radar Jammers	GPS Jammers	['Laser Levels', 'Diaper Bags', 'Guitar String Winders', 'Flash Brackets', 'Furniture Anchors', 'Gift Bags', 'Cardio', 'Animation Editing Software', 'Disc Golf Bags', 'Enema Kits & Supplies']
Radar Jammers	Mobile Phone Jammers	['Grips', 'Flute Pegs & Stands', 'Screws', 'Gymnastics Springboards', 'Clothing Display Racks', 'Outdoor Structures', 'Tent Poles & Stakes', 'Diaper Wet Bags', 'Fence Panels', 'Brass Instruments']
Mobile Phone Jammers	Radar Jammers	"['Bicycle Brake Parts', 'Craft Paint, Ink & Glaze', 'Sanding Accessories', 'Cauliflower', 'Medical Forceps', 'Magnifiers', 'Water Softener Salt', 'Pot & Pan Lids', 'Medical Supplies', ""Chef's Jackets""]"
VoIP Gateways & Routers	Network Bridges	['Cross-Country Skis', 'Sashes', 'Motorcycle Rims & Wheels', 'Physalis', 'Jewelry Cleaning Solutions & Polishes', 'Electronic Dictionaries & Translators', 'Bicycle Cleat Accessories', 'Cookies', 'Artificial Food', 'Conference Room Tables']
Wireless Access Points	Network Bridges	['Sewing Machine Feet', 'Camping Tools', 'Reciprocating Saws', 'Kitchen & Dining Furniture Sets', 'Straight Pins', 'Ring Pillows & Holders', 'Golf Accessory Sets', 'Flute Accessories', 'Bath & Body Gift Sets', 'Digital Cameras']
Network Bridges	Wireless Routers	['Camera Lens Zoom Units', 'Baby Gift Sets', 'Event Programs', 'Weed Trimmers', 'Food Dehydrators', 'Drip Coffee Makers', 'Outdoor Power Equipment Accessories', 'Pitching Machines', 'Baby Food', 'Bird Cage Accessories']
VoIP Gateways & Routers	Wireless Access Points	['Liquor & Spirits', 'Field Hockey & Lacrosse Helmets', 'Descalers & Decalcifiers', 'Trumpets & Cornets', 'Mattock & Pickaxe Handles', 'Ammunition', 'Biometric Monitors', 'Vehicle Cargo Racks', 'Wildlife Bait, Feed & Minerals', 'Toy Playsets']
VoIP Gateways & Routers	Wireless Routers	['Hula Hoop Accessories', 'Watch Bands', 'Indoor & Outdoor Plants', 'Peppers', 'Rocking & Spring Riding Toys', 'Prepared Appetizers & Side Dishes', 'Earplug Dispensers', 'Foam Boards', 'White Noise Machines', 'Canopy & Gazebo Tops']
Wireless Routers	Wireless Access Points	['Rolling Pin Rings', 'Hand-Sewing Needles', 'Skateboarding Gloves', 'De-icers', 'Ladder Carts', 'Tricycle Accessories', 'Carving Chisels & Gouges', 'Brass Instrument Accessories', 'Pot & Planter Liners', 'Household Appliances']
Network Bridges	Wireless Access Points	['Dinnerware Sets', 'Alto & Baritone Horns', 'Action & Toy Figures', 'Stump Shrinkers', 'Pasta Maker Accessories', 'Neckties', 'Softball Uniforms', 'Baby Drinks', 'Bug Collecting Kits', 'Eyebrow Stencils']
VoIP Gateways & Routers	Wireless Routers	['Leaf Blower Accessories', 'Toy Train Accessories', 'Futons', 'Lingerie Accessories', 'Bicycle Bells & Horns', 'Salad Dressing', 'Vehicle Door Lock Actuators', 'Referee Stands & Chairs', 'Shochu', 'Bread & Pastry Dough']
Printer Consumables	Printer Duplexers	['Baby & Toddler Sleepwear', 'Deck Shuffleboard Cues', 'Baby Bouncers & Rockers', 'Lawn Mower Tires', 'Sleepwear & Loungewear', 'Nursing & Feeding', 'Axes', 'Plumbing Wastes', 'Dog Treadmills', 'Couscous']
Printer Memory	Printer Consumables	['Musical Instrument Amplifier Tubes', 'Event Tickets', 'Lawn Mower Covers', 'Pipe Cutters', 'Milk Frothers & Steamers', 'Belt Buckles', 'Door Keyhole Escutcheons', 'Window Treatment Accessories', 'Pen & Pencil Sets', 'Response Cards']
Printer Stands	Printer Consumables	['Lawn Mower Tire Tubes', 'Drill & Screwdriver Bits', 'Eye Drops & Lubricants', 'Pencil Sharpeners', 'Carpet Steamers', 'Hand Tool Sets', 'Table Linens', 'Baby Protective Wear', 'Acupuncture Needles', 'Beer']
Printer Consumables	Printer, Copier & Fax Machine Replacement Parts	['Doll & Action Figure Accessories', 'Binocular & Monocular Accessories', 'Food Service Uniforms', 'Desk Pads & Blotters', 'Watercraft Steering Wheels', 'Water Filter Cartridges', 'Officiating Uniforms', 'Bassoon Accessories', 'Cream', 'Electrolysis Devices']
Printer Duplexers	Printer Memory	['Bathtub Skirts', 'Toy Tableware', 'Lettuce', 'Oboe Reeds', 'Pumice Stones', 'Stock Photographs & Video Footage', 'Crash Carts', 'Paper Towels', 'Medical Reflex Hammers & Tuning Forks', 'Sugar Dispensers']
Printer Duplexers	Printer Stands	['Toy Train Accessories', 'Musical Instrument Amplifier Stands', 'Paint Rollers', 'Water Cooler Bottles', 'Steam Presses', 'Composting', 'Canopy & Gazebo Frames', 'Food, Beverages & Tobacco', 'Flags & Windsocks', 'Paper Handling']
Printer, Copier & Fax Machine Replacement Parts	Printer Duplexers	['Trash Compactor Accessories', 'Whole Eggs', 'Emergency Blankets', 'Pet Doors', 'Bicycle Cleat Shims & Wedges', 'Saw Stands', 'Skateboard Parts', 'Stock Pots', 'Pot & Planter Liners', 'Body & Hair Glitter']
Printer Stands	Printer Memory	['Tiller & Cultivator Attachments', 'Pretend Electronics', 'Embossing Heat Tools', 'Woks', 'Mosaic Kits', 'Pencil Sharpeners', 'Air Purifier Filters', 'Dummy Surveillance Cameras', 'Small Animal Habitat Accessories', 'Collectible Swords']
Printer, Copier & Fax Machine Replacement Parts	Printer Memory	['Vehicle Hydraulic Clutch Fluid', 'Hair Removal Wax Warmers', 'Ski Boots', 'Rye', 'Sparklers', 'Watercraft Polishes', 'Carbon Monoxide Detectors', 'Saxophone Cases & Gigbags', 'Step Stools', 'Toilet Seat Covers']
Printer Stands	Printer, Copier & Fax Machine Replacement Parts	['Table Accessories', 'Pencil Lead & Refills', 'Apples', 'Watercraft Alternators', 'Bassoon Straps & Supports', 'Bicycle Training Wheels', 'Water Polo Caps', 'Motor Vehicle Cargo Nets', 'Automation Control Components', 'Camera Gears']
Multimedia Projectors	Overhead Projectors	['Labels & Tags', 'Bicycle Seatposts', 'Photography', 'Beverage Warmers', 'Cat Treats', 'Cricket Helmets', 'Soccer Balls', 'Floral Tape', 'Pry Bars', 'Optics']
Multimedia Projectors	Overhead Projectors	['Tin Whistles', 'Breathalyzers', 'Eyelash Curler Refills', 'Bra Straps & Extenders', 'Snowboards', 'Homecare & Hospital Beds', 'Wok Brushes', 'Swimming Pools', 'Gates', 'Skateboard Decks']
Multimedia Projectors	Slide Projectors	['Carabiners', 'Recorder Accessories', 'Letter Openers', 'Guitar Strings', 'Spoon Rests', 'Vehicle Shift Boots', 'Cucumbers', 'Beer Glasses', 'Cake Stands', 'Finance & Insurance']
Multimedia Projectors	Slide Projectors	['Night Lights & Ambient Lighting', 'Foam Blocks', 'Vehicle Motor Oil', 'Putty Knives & Scrapers', 'Pool Covers & Ground Cloths', 'Turbans', 'GPS Map Data & Software', 'Saxophone Straps & Supports', 'Vehicle Fishing Rod Racks', 'Raw Candle Wax']
Slide Projectors	Overhead Projectors	['Gravy', 'Pizza Makers & Ovens', 'Hobby Horses', 'Fence & Gate Accessories', 'Curtain & Drape Rings', 'Cotton Candy Machine Accessories', 'Wetsuit Bottoms', 'Shower Walls & Surrounds', 'Cosmetic Tool Cleansers', 'Javelins']
Slide Projectors	Overhead Projectors	['Crafting Wire', 'Prepared Eggs', 'Incense Holders', 'Cooking Oils', 'Vehicle Immobilizers', 'Hand Tool Sets', 'Dissection Kits', 'Hosiery', 'Poker Chip Accessories', 'Nut Butters']
Cable TV Receivers	Satellite Receivers	['Baseball Toys', 'Recorder Care & Cleaning', 'Climbing Apparel & Accessories', 'Swim Gloves', 'Autographed Sports Paraphernalia', 'Hockey Protective Gear', 'Clocks', 'Nursing Pads & Shields', 'Faucet Handles & Controls', 'Financial, Tax & Accounting Software']
Satellite Receivers	Cable TV Receivers	['Hedge Trimmer Accessories', 'Chocolate Tempering Machines', 'Rugby Headgear', 'Electronics Manuals', 'Pool Brushes & Brooms', 'Popcorn Makers', 'Safety & Crowd Control Barriers', 'Card Files', 'Makeup', 'Paper Handling']
Satellite Receivers	Cable TV Receivers	['Juggling', 'Carpentry Jointers', 'Hand Saws', 'Bedroom Furniture Sets', 'Pet Food Scoops', 'Specimen Cups', 'Golf Towels', 'Vehicle Performance Additives', 'Log Rack & Carrier Accessories', 'Military Uniforms']
Cable TV Receivers	Satellite Receivers	"['Bathroom Furniture Sets', 'Drills', ""Chef's Hats"", 'Sight Levels', 'Rugby Protective Gear', 'Ball Pump Accessories', 'Yarn', 'Motor Vehicle Loading Ramps', 'Table & Bar Stools', 'Barrettes']"
3D Glasses	Computer Monitor Accessories	['Camera Lens Zoom Units', 'Road & Traffic Signs', 'Heating Radiator Reflectors', 'Artwork', 'Facial Tissues', 'Scarves & Shawls', 'Mosquito Nets & Insect Screens', 'Bridal Party Dresses', 'Tow-Behind Mowers', 'Table Tops']
Projector Accessories	3D Glasses	['Fruit Flavored Drinks', 'Shower Heads', 'Hot Sauce', 'Bedroom Furniture Sets', 'Vents & Flues', 'Weight Lifting Machine & Exercise Bench Accessories', 'Hockey Goalie Equipment Sets', 'Outdoor Recreation', 'Eggplants', 'Camera Body Replacement Panels & Doors']
Rewinders	3D Glasses	['Flameless Candles', 'Air Mattress & Sleeping Pad Accessories', 'Religious Ceremonial Clothing', 'Melons', 'Textile Art Gauges & Rulers', 'Paintball Grenades', 'Checks', 'Baby Drinks', 'Kitchen Knives', 'Power Tool & Equipment Manuals']
Television Parts & Accessories	3D Glasses	['Foosball Table Parts & Accessories', 'Foosball Tables', 'Skate Ramps', 'Golf Club Headcovers', 'Thermocouples & Thermopiles', 'Dog Beds', 'Dishwasher Cleaners', 'Latch & Locker Hooks', 'Vehicle Battery Testers', 'Vehicle Windshield Fluid']
Computer Monitor Accessories	Projector Accessories	['Milk', 'Mounting Putty', 'Double Boilers', 'Wine Carrier Bags', 'Cupcakes', 'Meat', 'Ab Wheels & Rollers', 'Pet Fragrances & Deodorizing Sprays', 'Hair Removal', 'Multifunction Tools & Knives']
Computer Monitor Accessories	Rewinders	['Ice Cream Maker Accessories', 'Leaf Blower Tubes', 'Alto & Baritone Horns', 'Guitar Strings', 'Snowboard Boots', 'Bird & Wildlife Houses', 'Skin Care Tools', 'Diving Regulators', 'Orchestral String Instrument Strings', 'Brass Instrument Straps & Stands']
Television Parts & Accessories	Computer Monitor Accessories	['Compression Sacks', 'Hedge Trimmer Attachments', 'Toothbrush Covers', 'Landscaping & Garden Plants', 'Cement, Mortar & Concrete Mixes', 'Bicycle Child Seats', 'Horse Clippers & Trimmers', 'Drinkware Holders', 'Kitchen Tools & Utensils', 'Business Cards']
Rewinders	Projector Accessories	['Paint Sponges', 'Bed Canopies', 'Electric Bicycle Conversion Kits', 'Marbles', 'Gun Cleaning Patches', 'Hunting Clothing', 'Writing & Drawing Instrument Accessories', 'Foosball Balls', 'Compressed Skin Care Mask Sheets', 'Shower Parts']
Projector Accessories	Television Parts & Accessories	['Fitness Toy Accessories', 'Soursops', 'Computer Icons', 'Baby & Toddler Diaper Covers', 'Cocktail Strainers', 'Cat Beds', 'Coffee Maker & Espresso Machine Replacement Parts', 'Paintball & Airsoft Protective Gear', 'Back Scratchers', 'Household Appliances']
Rewinders	Television Parts & Accessories	['Cigars', 'Rolling Pin Rings', 'Telescope Accessories', 'Chainsaw Chains', 'Billiard Table Brushes', 'Rug Pads', 'Unflavored Carbonated Water', 'Spreaders', 'Face Mirrors', 'Egg Cups']
DVD Recorders	DVD & Blu-ray Players	['Pie & Quiche Pans', 'Diaper Liners', 'Pet Collars & Harnesses', 'Flatware Sets', 'Animation Editing Software', 'Bicycle Headset Spacers', 'Breast Pump Accessories', 'Vital Signs Monitor Accessories', 'Dog Treadmills', 'Paint Edgers']
DVD & Blu-ray Players	Digital Video Recorders	['Crackers', 'Potted Houseplants', 'Luggage Racks & Stands', 'Rye', 'Cheese Puffs', 'Needle, Pin & Hook Organizers', 'Saxophone Ligatures & Caps', 'Flute Accessories', 'Tent Poles & Stakes', 'Sandblasting Cabinets']
Streaming & Home Media Players	DVD & Blu-ray Players	['Sprinkler, Booster & Irrigation System Pumps', 'Food Service Uniforms', 'Call Bells', 'Electric Bicycle Conversion Kits', 'Camera & Optic Accessories', 'Skateboard Wheels', 'Windshield Repair Kits', 'Ice Skate Blades', 'Rivet Pliers', 'Javelins']
DVD & Blu-ray Players	VCRs	['Child Swimming Aids', 'Gravy', 'Light Bulb Changers', 'Horseradish Root', 'Polishers & Buffers', 'Drill Bit Sharpeners', 'Tomesode & Houmongi Kimonos', 'Trail & Snack Mixes', 'Napkin Rings', 'Batter & Coating Mixes']
Digital Video Recorders	DVD Recorders	['Musical Keyboards', 'Cheerleading', 'Range Hoods', 'Persimmons', 'Plumbing Fittings & Supports', 'Compost', 'Ice Climbing Tools', 'Vehicle Ski & Snowboard Rack Accessories', 'Bidet Faucets & Sprayers', 'Mattocks & Pickaxes']
DVD Recorders	Streaming & Home Media Players	['Garden & Stepping Stones', 'Beds & Accessories', 'Treadmills', 'Curling Irons', 'Cookware', 'Repellents', 'Scoreboards', 'Cheerleading', 'Kneeboards', 'Gardening Forks']
DVD Recorders	VCRs	['Blushes & Bronzers', 'Granola Bars', 'Pizza Cutter Accessories', 'Camera Silencers & Sound Blimps', 'Buttermilk', 'Wrinkle Releasers & Anti-Static Sprays', 'Soccer', 'Kimono Underclothes', 'Sporting Goods', 'Clarinet Mouthpieces']
Streaming & Home Media Players	Digital Video Recorders	['Gardening Accessories', 'Punching & Training Bags', 'Chard', 'Ski & Snowboard Storage Racks', 'Shipping Containers', 'Hockey Elbow Pads', 'Urinals', 'Travel Trailers', 'Play Tents & Tunnels', 'Dart Parts']
Digital Video Recorders	VCRs	['Ski Poles', 'Dolls, Playsets & Toy Figures', 'Bed Canopies', 'Lawn Games', 'Marbles', 'Tablecloths', 'Flutes', 'Plant Stands', 'Horseradish Sauce', 'Fishing Rods']
VCRs	Streaming & Home Media Players	['Lash & Brow Growth Treatments', 'Award Pins & Medals', 'Vehicle Jump Starters', 'Growth Charts', 'Hazardous Material Suits', 'Quinoa', 'Log Rack & Carrier Accessories', 'Locks & Keys', 'Thermoses', 'Canned & Dry Milk']
