category,label,moved,original,orig_label,prediction,pred_label,wup_sim
53593,Promotional Movie Figures & Dolls,False,90736,Merchandise & Promotional Movie Memorabilia,90736,Merchandise & Promotional Movie Memorabilia,1.0
53594,Mounted Film Cells,False,67895,Film Cells,67895,Film Cells,1.0
53595,Promotional Movie Keyrings,False,90736,Merchandise & Promotional Movie Memorabilia,90736,Merchandise & Promotional Movie Memorabilia,1.0
53596,Promotional Movie Mugs & Coasters,False,90736,Merchandise & Promotional Movie Memorabilia,90736,Merchandise & Promotional Movie Memorabilia,1.0
54075,Bathtub Caddies & Trays,False,260560,Shower & Bathtub Accessories,260560,Shower & Bathtub Accessories,1.0
54122,Oil & Vinegar Dispensers,True,20635,Kitchen Tools & Gadgets,20625,"Kitchen, Dining & Bar Supplies",0.8
54145,Water Filter Cartridges,True,54144,Water Purification & Soda Makers,258523,Commercial Water Filtration,0.0
54235,Chairs,False,3197,Home Furniture,3197,Home Furniture,1.0
54257,Pillowcases,True,20444,Bedding,261717,Collectible Bed & Bath Linen,0.0
54829,Craft Gold & Metal Leafing Sheets,True,160704,Crafting Pieces,28102,Multi-Purpose Craft Supplies,0.8
54919,Artists' Palette Knives,False,183098,Artists' Painting Tools & Accessories,183098,Artists' Painting Tools & Accessories,1.0
54922,Artists' Painting Supplies Storage,True,183098,Artists' Painting Tools & Accessories,28110,Artists' Painting Supplies,0.8571428571428571
55415,Mighty Beanz,True,233,Games,1,Collectibles,0.0
55416,101 Dalmatians Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55417,Bambi Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55418,Dumbo Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55419,Figment Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55420,Jiminy Cricket Patches & Pins (1968-Now),False,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",1.0
55421,Nightmare Before Christmas Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55422,Piglet Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55423,Pinocchio Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55424,Tigger Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55425,Tinker Bell Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55426,Toy Story Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
55793,Women's Heels,False,3034,Women's Shoes,3034,Women's Shoes,1.0
55804,"Concrete Stamps, Forms & Mats",True,61573,Light Industrial Equipment & Tools,67065,Industrial Auxiliary Process Equipment,0.2857142857142857
55805,Modular & Prefabricated Buildings,True,12576,Business & Industrial,41498,Industrial Building Materials & Supplies,0.6666666666666666
55807,Transits & Theodolites,True,42297,Levels & Surveying Equipment,181948,"Test, Measurement & Inspection Cameras & Imaging Equipment",0.6666666666666666
55808,Total Stations & Accessories,True,42297,Levels & Surveying Equipment,181948,"Test, Measurement & Inspection Cameras & Imaging Equipment",0.6666666666666666
55810,Manual Knockout & Punch Sets,False,73115,Industrial Knockout & Punch Sets,73115,Industrial Knockout & Punch Sets,1.0
55811,Industrial Grinders,False,61573,Light Industrial Equipment & Tools,61573,Light Industrial Equipment & Tools,1.0
55812,Industrial Reciprocating Saws,False,46585,Industrial Light Saws,46585,Industrial Light Saws,1.0
55824,Electrical Panel & Distribution Boards,False,181917,"Electrical Boxes, Panels & Boards",181917,"Electrical Boxes, Panels & Boards",1.0
55826,Linear Actuators,False,181736,Rotary & Linear Motion,181736,Rotary & Linear Motion,1.0
55836,Commercial Buffet Tables & Salad Bars,True,55835,"Serving, Buffet & Catering",11874,Restaurant & Food Service,0.6666666666666666
55842,Restaurant Bulk Food,False,11874,Restaurant & Food Service,11874,Restaurant & Food Service,1.0
55845,ATM Machines,True,259270,Vending Machines & Dispensers,258738,Vending Machine Parts & Accessories,0.8571428571428571
55852,Commercial Washers & Dryers,False,73175,Dry Cleaning & Laundromat Equipment,73175,Dry Cleaning & Laundromat Equipment,1.0
56080,"Sports Memorabilia, Cards & Fan Shop Wholesale Lots",False,64482,"Sports Memorabilia, Fan Shop & Sports Cards",64482,"Sports Memorabilia, Fan Shop & Sports Cards",1.0
56083,Internal Hard Disk Drives,False,182085,"Hard Drives (HDD, SSD & NAS)",182085,"Hard Drives (HDD, SSD & NAS)",1.0
56088,Network Server CPUs & Processors,True,51240,Enterprise Network Server Components,175700,"Enterprise Network Servers, Clients & Terminals",0.6666666666666666
56090,Network Server Power Supplies,True,51240,Enterprise Network Server Components,175700,"Enterprise Network Servers, Clients & Terminals",0.6666666666666666
56091,Network Disk Controllers & RAID Cards,True,51240,Enterprise Network Server Components,175700,"Enterprise Network Servers, Clients & Terminals",0.6666666666666666
56139,Construction Wholesale Lots,False,41498,Industrial Building Materials & Supplies,41498,Industrial Building Materials & Supplies,1.0
56140,Housekeeping & Organizing Wholesale Lots,False,31605,Home & Garden Wholesale Lots,31605,Home & Garden Wholesale Lots,1.0
56141,"Lamps, Lighting & Ceiling Fans Wholesale Lots",True,31605,Home & Garden Wholesale Lots,45058,Collectibles Wholesale Lots,0.0
56170,"Audio Player Cases, Covers & Skins",True,56169,Portable Audio Accessories,15052,Portable Audio & Headphones,0.8
56172,Audio Player Cables & Adapters,True,56169,Portable Audio Accessories,15052,Portable Audio & Headphones,0.8
56185,Cycling Sunglasses & Goggles,False,7294,Cycling Equipment,7294,Cycling Equipment,1.0
56197,Vintage Bike Parts,False,158999,Vintage Cycling Equipment,158999,Vintage Cycling Equipment,1.0
56605,Hobby RC Chargers,True,19839,Hobby RC Model Vehicle Electronic Parts & Radio Controls,182187,Hobby RC Model Vehicle Parts & Accessories,0.8571428571428571
56615,Hobby RC Servos & Servo Accessories,True,19839,Hobby RC Model Vehicle Electronic Parts & Radio Controls,182187,Hobby RC Model Vehicle Parts & Accessories,0.8571428571428571
56964,Industrial Concrete Tools,True,46576,Industrial Hand Tools,61573,Light Industrial Equipment & Tools,0.8
56965,Industrial Crimpers,False,46576,Industrial Hand Tools,46576,Industrial Hand Tools,1.0
56966,Industrial Right Angle Drills,False,42294,Industrial Drills & Hammers,42294,Industrial Drills & Hammers,1.0
56968,Industrial Floor Sanders,False,32714,Industrial Sanders,32714,Industrial Sanders,1.0
56969,Industrial Handheld Sanders,True,32714,Industrial Sanders,259028,Metalworking Sanding Machines,0.2857142857142857
56976,Sheep & Goat Supplies,False,46526,Livestock Supplies,46526,Livestock Supplies,1.0
56995,Industrial Transfer Switches,False,61573,Light Industrial Equipment & Tools,61573,Light Industrial Equipment & Tools,1.0
57005,Warehouse Bins & Cabinets,False,57004,Shelving & Storage,57004,Shelving & Storage,1.0
57006,Warehouse Pallets,True,184174,Warehouse Loading & Unloading,57100,Commercial Storage & Handling Equipment,0.2857142857142857
57007,Industrial Cable Ties,False,183949,"Industrial Clamps, Ties & Cords",183949,"Industrial Clamps, Ties & Cords",1.0
57016,Industrial Motion Detectors,True,53144,Industrial Alarm Systems & Accessories,92074,Electrical Equipment & Supplies,0.3333333333333333
57018,Fire Alarms,False,57017,Industrial Fire Protection Equipment,57017,Industrial Fire Protection Equipment,1.0
57019,Commercial Fire Extinguishers,False,57017,Industrial Fire Protection Equipment,57017,Industrial Fire Protection Equipment,1.0
57020,Fire Hoses,False,57017,Industrial Fire Protection Equipment,57017,Industrial Fire Protection Equipment,1.0
57021,Industrial Smoke Detectors,False,57017,Industrial Fire Protection Equipment,57017,Industrial Fire Protection Equipment,1.0
57022,Fire Sprinkler Heads,False,57017,Industrial Fire Protection Equipment,57017,Industrial Fire Protection Equipment,1.0
57027,Industrial Mandrels,False,45017,Toolholding Supplies,45017,Toolholding Supplies,1.0
57028,Industrial Spindles,True,45017,Toolholding Supplies,36344,Workholding Supplies,0.75
57029,Industrial Blocks,False,36344,Workholding Supplies,36344,Workholding Supplies,1.0
57045,Collators & Bookletmakers,True,26240,Bindery & Finishing Equipment,25344,"Office Filing, Storage & Binding Supplies",0.2857142857142857
57049,Paper Cutters & Trimmers,True,26240,Bindery & Finishing Equipment,25344,"Office Filing, Storage & Binding Supplies",0.2857142857142857
57050,Numbering Machines,False,26240,Bindery & Finishing Equipment,26240,Bindery & Finishing Equipment,1.0
57051,Paper Drills & Punches,True,26240,Bindery & Finishing Equipment,25344,"Office Filing, Storage & Binding Supplies",0.2857142857142857
57053,Printing Blankets,True,46694,"Printing Ink, Plates & Film",183106,Printmaking Supplies,0.0
57054,Printing Film,False,46694,"Printing Ink, Plates & Film",46694,"Printing Ink, Plates & Film",1.0
57058,PrePress Printing Equipment,True,26238,Printing & Graphic Arts,26247,Commercial Printing Presses,0.8
57063,Commercial Stamping & Embossing Equipment,False,46743,Commercial Screen & Specialty Printing Equipment,46743,Commercial Screen & Specialty Printing Equipment,1.0
57065,Heat Transfer Printing Presses,False,57064,Commercial Heat Transfer Printing Equipment,57064,Commercial Heat Transfer Printing Equipment,1.0
57068,Commercial Soda Fountain Machines,False,258519,Commercial Cold & Frozen Beverage Dispensers,258519,Commercial Cold & Frozen Beverage Dispensers,1.0
57070,Commercial Coffee Roasters,True,53185,"Commercial Coffee, Cocoa & Tea Equipment",258494,Commercial Coffee & Espresso Machines,0.8888888888888888
57080,Commercial Microwave Ovens,False,259013,Commercial Ovens,259013,Commercial Ovens,1.0
57081,Commercial Rotisserie Ovens,False,259013,Commercial Ovens,259013,Commercial Ovens,1.0
57083,Commercial Sandwich & Panini Grills,False,53220,Commercial Cooking Equipment,53220,Commercial Cooking Equipment,1.0
57084,Commercial Soup & Steam Kettles,False,53220,Commercial Cooking Equipment,53220,Commercial Cooking Equipment,1.0
57086,Commercial Waffle Irons & Crepe Machines,True,53220,Commercial Cooking Equipment,25367,Commercial Kitchen Equipment,0.8571428571428571
57087,Commercial Knife Stones & Sharpeners,True,25357,Commercial Cookware & Kitchen Tools,25367,Commercial Kitchen Equipment,0.8571428571428571
57088,Commercial Meat Tenderizers,False,95074,Commercial Meat Processing Equipment,95074,Commercial Meat Processing Equipment,1.0
57098,Restaurant Décor,True,57093,"Restaurant Furniture, Signs & Décor",25381,Commercial Tabletop & Serving,0.6666666666666666
57099,Commercial Can Openers & Can Crushers,True,95078,Commercial Food Preparation Equipment,25367,Commercial Kitchen Equipment,0.8571428571428571
57102,Commercial Food Storage Containers & Lids,False,57100,Commercial Storage & Handling Equipment,57100,Commercial Storage & Handling Equipment,1.0
57108,Commercial Grease Traps,False,258552,Commercial Waste Disposal,258552,Commercial Waste Disposal,1.0
57111,Forestry Supplies & Tools,False,61787,Forestry Equipment & Supplies,61787,Forestry Equipment & Supplies,1.0
57113,Industrial Oil & Gas Supplies,False,57112,Oil & Gas,57112,Oil & Gas,1.0
57116,Power & Utilities Cable Tools & Supplies,False,57115,Power & Utilities,57115,Power & Utilities,1.0
57117,Gas & Water Meters,False,57115,Power & Utilities,57115,Power & Utilities,1.0
57121,Woodworking Lathes,False,259031,Woodworking Equipment,259031,Woodworking Equipment,1.0
57122,Woodworking Woodworking Routers,True,259031,Woodworking Equipment,258324,Woodworking Supplies,0.6666666666666666
57202,Tatting & Lacemaking Kits,False,183231,Tatting & Lacemaking Tools & Supplies,183231,Tatting & Lacemaking Tools & Supplies,1.0
57208,Artists' Paper & Sketchbooks,True,183081,Drawing & Lettering Supplies,26238,Printing & Graphic Arts,0.0
57209,Artists' Brushes,True,28110,Artists' Painting Supplies,183098,Artists' Painting Tools & Accessories,0.8571428571428571
57231,Kitchen Units & Sets,True,177073,Kitchen Fixtures,20625,"Kitchen, Dining & Bar Supplies",0.5
57261,Cricket Bats,False,21557,Cricket Gear,21557,Cricket Gear,1.0
57270,Equestrian Body Protectors,True,87443,Riding Helmets & Protective Gear,43614,Safety & Protective Gear,0.0
57273,Toning Belts,True,28064,Fitness Equipment & Gear,15273,"Fitness, Running & Yoga Equipment",0.8
57275,Fitness Trampolines,True,28064,Fitness Equipment & Gear,15273,"Fitness, Running & Yoga Equipment",0.8
57277,Soccer Gloves,False,159178,"Soccer Clothing, Shoes & Accessories",159178,"Soccer Clothing, Shoes & Accessories",1.0
57586,Tattoo Inks,False,260797,Tattoo Supplies,260797,Tattoo Supplies,1.0
57589,Tattoo Complete Kits,True,33914,Tattoos & Body Art Products,260797,Tattoo Supplies,0.8
57714,Watch Bezels & Inserts,False,260327,Watch Parts,260327,Watch Parts,1.0
57715,Watch Crystals,True,260327,Watch Parts,173696,"Watch Parts, Tools & Guides",0.8571428571428571
57720,Watch Movements,True,260327,Watch Parts,173696,"Watch Parts, Tools & Guides",0.8571428571428571
57721,Watch Hands,False,260327,Watch Parts,260327,Watch Parts,1.0
57723,Watch Dials,False,260327,Watch Parts,260327,Watch Parts,1.0
57740,Weaving Patterns & Instructional Media,False,183233,Weaving Tools & Supplies,183233,Weaving Tools & Supplies,1.0
57741,Weaving Looms,False,183233,Weaving Tools & Supplies,183233,Weaving Tools & Supplies,1.0
57883,Boys' Belts & Belt Buckles,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
57884,Boys' Hats,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
57885,Boys' Gloves & Mittens,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
57886,Boys' Ties,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
57887,Boys' Wallets,True,57881,Boys' Accessories,260013,"Boy's Clothing, Shoes & Accessories",0.8571428571428571
57916,Boys' Sweatshirts & Hoodies,False,11452,Boys' Clothing (Sizes 4 & Up),11452,Boys' Clothing (Sizes 4 & Up),1.0
57918,Girls' Belts & Belt Buckles,True,15628,Girls' Accessories,260015,"Girls' Clothing, Shoes & Accessories",0.8571428571428571
57919,Girls' Gloves & Mittens,True,15628,Girls' Accessories,260015,"Girls' Clothing, Shoes & Accessories",0.8571428571428571
57920,Girls' Hair Accessories,True,15628,Girls' Accessories,260015,"Girls' Clothing, Shoes & Accessories",0.8571428571428571
57927,Girls' Scarves & Wraps,True,15628,Girls' Accessories,260015,"Girls' Clothing, Shoes & Accessories",0.8571428571428571
57929,Boys' Shoes,False,260013,"Boy's Clothing, Shoes & Accessories",260013,"Boy's Clothing, Shoes & Accessories",1.0
57974,Girls' Shoes,False,260015,"Girls' Clothing, Shoes & Accessories",260015,"Girls' Clothing, Shoes & Accessories",1.0
57988,"Men's Coats, Jackets & Vests",True,1059,Men's Clothing,260012,"Men's Clothing, Shoes & Accessories",0.8
57989,Men's Pants,False,1059,Men's Clothing,1059,Men's Clothing,1.0
57990,Men's Casual Button-Down Shirts,False,185100,Men's Shirts,185100,Men's Shirts,1.0
57991,Men's Dress Shirts,True,185100,Men's Shirts,1059,Men's Clothing,0.8571428571428571
58020,Car Power Inverters,True,60207,Car Electronics Accessories,3270,Vehicle Electronics & GPS,0.8
58037,Electronic Breathalyzers,False,30115,Medical Monitoring & Testing Equipment,30115,Medical Monitoring & Testing Equipment,1.0
58042,Vintage Calculators,True,183077,Vintage Electronics,11189,"Vintage Computers, Parts & Accessories",0.0
58061,Baseball & Softball Pitching Machines,True,181330,Baseball & Softball Training Aids,16021,Baseball & Softball Equipment,0.8571428571428571
58100,Bicycle Locks & Security,True,177832,Bicycle Accessories,7294,Cycling Equipment,0.8
58101,Bicycle Seatposts,False,57262,Bike Components & Parts,57262,Bike Components & Parts,1.0
58102,Exercise Bikes,False,28059,Cardio Equipment,28059,Cardio Equipment,1.0
58105,"Fitness, Running & Yoga Glider Machines",True,28059,Cardio Equipment,15273,"Fitness, Running & Yoga Equipment",0.8
58106,Thigh Exercisers,True,28064,Fitness Equipment & Gear,15273,"Fitness, Running & Yoga Equipment",0.8
58113,Ice & Roller Hockey Equipment Bags,True,261245,"Field, Ice & Roller Hockey Gear",79773,"Field, Ice & Roller Hockey Sticks & Accessories",0.8571428571428571
58114,"Ice & Roller Hockey Stick Tape, Plugs & Grips",False,79773,"Field, Ice & Roller Hockey Sticks & Accessories",79773,"Field, Ice & Roller Hockey Sticks & Accessories",1.0
58127,Skateboarding & Longboarding Posters,True,16262,Skateboarding & Longboarding Equipment,159077,Skateboarding & Longboarding Apparel & Accessories,0.8571428571428571
58135,Surfing Posters & Prints,False,22709,Surfing Equipment,22709,Surfing Equipment,1.0
58142,Commercial Doors,False,260851,Commercial Doors & Door Hardware,260851,Commercial Doors & Door Hardware,1.0
58152,Pneumatic Nailers,True,46573,Industrial Air Tools,61573,Light Industrial Equipment & Tools,0.8
58158,Industrial Miter Saws,True,46585,Industrial Light Saws,258077,Metalworking Saws & Cutters,0.2857142857142857
58161,Wheel Loaders,False,177641,Heavy Equipment,177641,Heavy Equipment,1.0
58162,Component Buzzers & Speakers,True,36330,Semiconductors & Actives,182412,Electronic Components & Semiconductors,0.8571428571428571
58163,Potentiometer Knobs,False,185142,Potentiometers & Variable Resistors,185142,Potentiometers & Variable Resistors,1.0
58166,Industrial Pushbutton Switches,False,181845,Industrial Switches,181845,Industrial Switches,1.0
58167,Industrial Rocker Switches,False,181845,Industrial Switches,181845,Industrial Switches,1.0
58168,Industrial Rotary Switches,False,181845,Industrial Switches,181845,Industrial Switches,1.0
58178,Utility Vehicles,False,177641,Heavy Equipment,177641,Heavy Equipment,1.0
58194,Metalworking Sanding Belts,True,58193,Metalworking Abrasives,259028,Metalworking Sanding Machines,0.5
58196,Metalworking Cut-Off & Chop Wheels,True,258104,Metalworking Abrasive Wheels,58193,Metalworking Abrasives,0.8888888888888888
58235,Metalworking Inspection Gages,False,185130,Metalworking Inspection & Measurement,185130,Metalworking Inspection & Measurement,1.0
58239,Metalworking Indicators,False,185130,Metalworking Inspection & Measurement,185130,Metalworking Inspection & Measurement,1.0
58240,Metalworking Magnetic Holders,True,185130,Metalworking Inspection & Measurement,258061,Metalworking Equipment,0.6666666666666666
58245,Metalworking Rules,True,185130,Metalworking Inspection & Measurement,258061,Metalworking Equipment,0.6666666666666666
58246,Metalworking Squares,False,185130,Metalworking Inspection & Measurement,185130,Metalworking Inspection & Measurement,1.0
58247,Metalworking Surface Plates,True,185130,Metalworking Inspection & Measurement,258061,Metalworking Equipment,0.6666666666666666
58248,Metalworking Protractors,True,185130,Metalworking Inspection & Measurement,258061,Metalworking Equipment,0.6666666666666666
58260,Industrial Welding Aprons,True,67044,Welding Protective Gear,182905,Welding Materials,0.8
58261,Label Tapes & Cartridges,True,25347,Office Label Making Equipment,109415,Retail Labeling & Tagging Supplies,0.2857142857142857
58263,Letter Folders,False,19273,Packing & Shipping,19273,Packing & Shipping,1.0
58270,Projector Bulbs,True,25319,Projectors & Presentation Equipment,162497,"Computer Monitors, Projectors & Accessories",0.0
58277,Test Equipment Multimeters,False,181968,Test Meters & Detectors,181968,Test Meters & Detectors,1.0
58278,Test Equipment Panel Meters,False,181968,Test Meters & Detectors,181968,Test Meters & Detectors,1.0
58284,Test Equipment Software,True,36315,Test Equipment Parts & Accessories,181939,"Test, Measurement & Inspection Equipment",0.8
58289,Test Equipment Radiation Detectors,True,181968,Test Meters & Detectors,181939,"Test, Measurement & Inspection Equipment",0.8
58291,Cleanroom Equipment,False,58290,Semiconductor & PCB Manufacturing Equipment,58290,Semiconductor & PCB Manufacturing Equipment,1.0
58294,Tool & Machine Components,True,58290,Semiconductor & PCB Manufacturing Equipment,182412,Electronic Components & Semiconductors,0.3333333333333333
58296,Burn-in Equipment,False,58290,Semiconductor & PCB Manufacturing Equipment,58290,Semiconductor & PCB Manufacturing Equipment,1.0
58297,Computer Modems,False,11176,Home Network & Connectivity Equipment,11176,Home Network & Connectivity Equipment,1.0
58300,Computer Cable Testers,False,182094,Computer Cables & Connectors,182094,Computer Cables & Connectors,1.0
58317,Enterprise SAN Disk Arrays,False,182093,Enterprise Network Storage Disk Arrays,182093,Enterprise Network Storage Disk Arrays,1.0
58319,Enterprise Network Switch Modules,False,182091,Enterprise Network Switches & Hubs,182091,Enterprise Network Switches & Hubs,1.0
58320,Enterprise Network Switch Power Supplies,False,182091,Enterprise Network Switches & Hubs,182091,Enterprise Network Switches & Hubs,1.0
58322,Enterprise Disk Array Components,False,182093,Enterprise Network Storage Disk Arrays,182093,Enterprise Network Storage Disk Arrays,1.0
58353,"Home Telephone Cords, Cables & Adapters",False,3286,Home Telephones & Accessories,3286,Home Telephones & Accessories,1.0
58508,Austrian Paper Money,False,45339,European Paper Money,45339,European Paper Money,1.0
58509,Belgian Paper Money,False,45339,European Paper Money,45339,European Paper Money,1.0
58510,Greek Paper Money,True,45339,European Paper Money,3411,World Paper Money,0.8
58511,"Italian, Sammarinese & Vatican Paper Money",False,45339,European Paper Money,45339,European Paper Money,1.0
58512,Dutch Paper Money,False,45339,European Paper Money,45339,European Paper Money,1.0
58513,Polish Paper Money,False,45339,European Paper Money,45339,European Paper Money,1.0
58514,Portuguese Paper Money,True,45339,European Paper Money,3411,World Paper Money,0.8
58515,Spanish Paper Money,True,45339,European Paper Money,3411,World Paper Money,0.8
58529,UK Maundy Coins,False,3394,UK Coins,3394,UK Coins,1.0
58540,Cell Phone Screen Protectors,False,9394,Cell Phone Accessories,9394,Cell Phone Accessories,1.0
58543,Cell Phone Accessory Bundles,False,9394,Cell Phone Accessories,9394,Cell Phone Accessories,1.0
58717,Dance & Electronic Music Memorabilia,True,2329,Music Memorabilia,108765,Rock & Pop Music Memorabilia,0.8
58730,Travel Pillows,True,93838,Travel Accessories,173520,Travel Luggage Accessories,0.5
58799,Toy Marbles,False,220,Toys & Hobbies,220,Toys & Hobbies,1.0
59032,"Bricks, Stones & Concrete Blocks",True,3187,Building & Hardware Supplies,41498,Industrial Building Materials & Supplies,0.0
59057,African Stocks & Bonds,False,168689,World Stocks & Bonds,168689,World Stocks & Bonds,1.0
59067,Asian Stocks & Bonds,False,168689,World Stocks & Bonds,168689,World Stocks & Bonds,1.0
59097,Stocks & Bonds fro the Americas (Non-US),False,168689,World Stocks & Bonds,168689,World Stocks & Bonds,1.0
59273,Women's Tracksuits,True,40883,Women's Exercise Clothing,185098,Women's Activewear,0.0
59280,Women's Exercise Pants,False,40883,Women's Exercise Clothing,40883,Women's Exercise Clothing,1.0
59285,Women's Exercise Jackets & Vests,False,40883,Women's Exercise Clothing,40883,Women's Exercise Clothing,1.0
59307,Women's Exercise Shorts,False,40883,Women's Exercise Clothing,40883,Women's Exercise Clothing,1.0
59315,Women's Sports Bras,True,40883,Women's Exercise Clothing,185098,Women's Activewear,0.0
59325,Women's Exercise Hoodies & Sweatshirts,False,40883,Women's Exercise Clothing,40883,Women's Exercise Clothing,1.0
59333,Women's Exercise Tops & Jerseys,False,40883,Women's Exercise Clothing,40883,Women's Exercise Clothing,1.0
59339,Men's Tracksuits,True,40884,Men's Exercise Clothing,185099,Men's Activewear,0.0
59347,Men's Exercise Pants,False,40884,Men's Exercise Clothing,40884,Men's Exercise Clothing,1.0
59353,Men's Exercise Jackets & Vests,False,40884,Men's Exercise Clothing,40884,Men's Exercise Clothing,1.0
59368,Men's Exercise Tops & Jerseys,False,40884,Men's Exercise Clothing,40884,Men's Exercise Clothing,1.0
59375,Men's Exercise Shorts,False,40884,Men's Exercise Clothing,40884,Men's Exercise Clothing,1.0
59392,Men's Exercise Hoodies & Sweatshirts,False,40884,Men's Exercise Clothing,40884,Men's Exercise Clothing,1.0
59892,Sleds & Snow Tubes,False,260717,Sledding Equipment,260717,Sledding Equipment,1.0
59902,Sports Medals,True,261831,Sports Awards,159049,Team Sports,0.8
60017,Comic Book & Manga Cosplay Costumes & Accessories,False,259116,Comic Book & Manga Merchandise & Memorabilia,259116,Comic Book & Manga Merchandise & Memorabilia,1.0
60096,Display Food,True,57093,"Restaurant Furniture, Signs & Décor",25385,Restaurant Tabletop,0.5714285714285714
60115,Men's Lapel Pins,True,10290,Men's Jewelry,4250,Men's Accessories,0.0
60167,Indy HeroClix War Games,True,44001,HeroClix War Games,16486,Miniatures & War Games,0.8571428571428571
60208,Car Electronics Adapters,True,60207,Car Electronics Accessories,3270,Vehicle Electronics & GPS,0.8
60209,Indian Antiques,False,20082,Asian Antiques,20082,Asian Antiques,1.0
60210,Bouvier des Flandres Collectibles,True,10823,Dog Collectibles,1335,Animal Collectibles,0.8
60211,Staffordshire Bull Terrier Collectibles,False,10823,Dog Collectibles,10823,Dog Collectibles,1.0
60215,Finding Nemo Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
60216,Haunted Mansion Patches & Pins (1968-Now),True,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",38004,"Contemporary Disney Pins, Patches & Buttons (1968-Now)",0.8888888888888888
60217,Who Framed Roger Rabbit Patches & Pins (1968-Now),False,50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",50762,"Contemporary Disney Character & Movie Pins, Patches & Buttons (1968-Now)",1.0
60219,Collectible Harley-Davidson Belt Buckles,False,35966,Harley-Davidson Collectibles,35966,Harley-Davidson Collectibles,1.0
60220,Collectible Harley-Davidson Hats,False,35966,Harley-Davidson Collectibles,35966,Harley-Davidson Collectibles,1.0
60221,Collectible Harley-Davidson Pens,False,35966,Harley-Davidson Collectibles,35966,Harley-Davidson Collectibles,1.0
60222,Collectible Harley-Davidson T-Shirts,False,35966,Harley-Davidson Collectibles,35966,Harley-Davidson Collectibles,1.0
60278,Movie Ads & Flyers (Pre-1940),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
60279,Movie Ads & Flyers (1940-1949),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
60280,Movie Ads & Flyers (1950-1959),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
60281,Movie Ads & Flyers (1960-1969),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
60282,Movie Ads & Flyers (1970-1979),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
60283,Movie Ads & Flyers (1980-1989),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
60284,Movie Ads & Flyers (1990-1999),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
60285,Movie Ads & Flyers (2000-Now),False,60277,Movie Ads & Flyers,60277,Movie Ads & Flyers,1.0
